,timestamp [s],torque [Nm],weight [kg]
0,0.0,0.5,0.939
1,0.3426539897918701,0.5,0.939
2,0.9351010322570801,0.5,0.939
3,2.246551036834717,0.5,0.939
4,4.006838798522949,0.5,0.939
5,4.343203783035278,0.5,0.939
