8267380,-0.92,0.55,30.90
8294428,-0.81,0.36,29.93
8321480,-0.87,0.28,28.86
8348516,-0.86,0.32,27.73
8375560,-0.90,0.35,26.51
8402572,-0.92,0.38,25.40
8429640,-0.90,0.24,24.14
8456676,-0.92,0.28,22.94
8483712,-0.89,0.33,21.81
8510756,-0.93,0.37,20.65
8537792,-0.92,0.25,19.61
8564840,-0.94,0.29,18.63
8591880,-0.92,0.20,17.65
8618916,-0.91,0.16,16.73
8645960,-0.92,0.26,15.77
8673000,-0.95,0.19,14.92
8700044,-0.93,0.17,14.11
8727080,-0.95,0.16,13.33
8754112,-0.93,0.16,12.54
8781172,-0.95,0.25,11.86
8808192,-0.95,0.14,11.23
8835224,-0.92,0.06,10.59
8862276,-0.95,0.23,10.03
8889308,-0.96,0.05,9.46
8915328,-0.98,0.12,8.99
8941312,-0.96,0.11,8.55
8967312,-0.95,0.06,8.12
8993324,-0.92,0.02,7.75
9019312,-0.95,0.09,7.38
9045320,-0.96,0.01,7.06
9071324,-0.97,-0.00,6.77
9098352,-0.98,0.03,6.53
9124356,-0.96,0.09,6.35
9150352,-0.96,0.01,6.21
9176368,-0.95,0.02,6.08
9202360,-0.94,-0.02,5.99
9229404,-0.95,0.02,5.94
9255392,-0.94,-0.03,5.91
9282424,-0.96,0.03,5.93
9308432,-0.93,-0.03,5.96
9335468,-0.98,0.12,6.16
9361476,-0.96,-0.00,6.09
9388524,-0.92,-0.14,6.03
9415556,-0.94,-0.12,5.95
9442600,-0.95,-0.03,5.86
9469632,-0.95,0.01,5.72
9495648,-0.95,-0.03,5.48
9522684,-0.93,-0.10,5.22
9549712,-0.93,-0.12,4.91
9576760,-0.97,0.04,4.61
9602756,-0.93,-0.03,4.28
9629804,-0.94,-0.13,3.85
9656836,-0.93,-0.13,3.32
9683872,-0.95,-0.13,2.82
9710908,-0.94,-0.11,2.26
9737944,-0.96,-0.05,1.66
9764988,-0.94,-0.13,1.04
9792032,-0.93,-0.16,0.37
9819068,-0.95,-0.15,-0.37
9847152,-0.95,-0.16,-1.12
9875220,-0.93,-0.14,-1.94
9903324,-0.94,-0.19,-2.84
9931388,-0.94,-0.23,-3.72
9959484,-0.93,-0.23,-4.69
9987560,-0.93,-0.23,-5.68
10015640,-0.93,-0.27,-6.69
10044760,-0.93,-0.28,-7.84
10073880,-0.92,-0.27,-8.99
10102988,-0.92,-0.31,-10.20
10133132,-0.91,-0.39,-11.51
10163320,-0.90,-0.33,-12.94
10193476,-0.90,-0.35,-14.27
10223624,-0.88,-0.42,-15.74
10253796,-0.90,-0.39,-17.22
10283948,-0.89,-0.41,-18.66
10314100,-0.85,-0.42,-20.13
10344264,-0.87,-0.41,-21.44
10374440,-0.85,-0.51,-22.77
10404580,-0.82,-0.48,-23.96
10434740,-0.80,-0.53,-25.19
10464892,-0.80,-0.49,-26.35
10495060,-0.78,-0.52,-27.44
10525232,-0.78,-0.59,-28.47
10555396,-0.77,-0.58,-29.50
10585548,-0.77,-0.58,-30.44
10615704,-0.75,-0.58,-31.29
10645864,-0.72,-0.65,-32.16
10676016,-0.71,-0.60,-32.95
10706184,-0.72,-0.64,-33.65
10736328,-0.72,-0.68,-34.36
10766508,-0.70,-0.66,-35.03
10796652,-0.71,-0.65,-35.64
10826796,-0.68,-0.68,-36.19
10856960,-0.67,-0.67,-36.70
10887116,-0.67,-0.67,-37.15
10917300,-0.66,-0.73,-37.53
10947452,-0.65,-0.71,-37.88
10977628,-0.66,-0.69,-38.19
11007780,-0.63,-0.81,-38.49
11037944,-0.64,-0.68,-38.73
11068092,-0.64,-0.70,-38.85
11098260,-0.63,-0.74,-38.95
11128408,-0.63,-0.74,-39.02
11158576,-0.64,-0.76,-39.05
11188736,-0.64,-0.72,-39.02
11218896,-0.64,-0.73,-38.98
11249064,-0.62,-0.81,-38.96
11279208,-0.63,-0.73,-38.95
11309376,-0.63,-0.72,-38.94
11339536,-0.65,-0.69,-38.92
11369704,-0.64,-0.74,-38.89
11399852,-0.63,-0.74,-38.86
11430028,-0.64,-0.75,-38.86
11460176,-0.64,-0.73,-38.86
11490340,-0.63,-0.71,-38.83
11520504,-0.63,-0.77,-38.80
11550664,-0.64,-0.76,-38.79
11580824,-0.64,-0.72,-38.79
11610984,-0.63,-0.72,-38.77
11641144,-0.63,-0.74,-38.74
11671296,-0.63,-0.75,-38.72
11701464,-0.62,-0.73,-38.71
11731608,-0.63,-0.70,-38.68
11761780,-0.64,-0.73,-38.65
11791936,-0.62,-0.73,-38.63
11822104,-0.64,-0.78,-38.61
11852260,-0.66,-0.73,-38.59
11882416,-0.62,-0.70,-38.56
11912580,-0.65,-0.74,-38.55
11942740,-0.62,-0.80,-38.53
11972920,-0.62,-0.80,-38.60
12003064,-0.66,-0.68,-38.47
12033220,-0.64,-0.69,-38.30
12063368,-0.63,-0.74,-38.08
12093540,-0.62,-0.73,-37.83
12123704,-0.67,-0.68,-37.57
12153868,-0.66,-0.68,-37.23
12183996,-0.67,-0.67,-36.82
12214176,-0.66,-0.70,-36.36
12244344,-0.66,-0.69,-35.88
12274504,-0.69,-0.67,-35.34
12304676,-0.68,-0.66,-34.74
12334808,-0.69,-0.64,-34.08
12364984,-0.68,-0.62,-33.37
12395128,-0.71,-0.65,-32.63
12425304,-0.72,-0.66,-31.82
12455460,-0.73,-0.62,-31.02
12485612,-0.73,-0.60,-30.09
12515780,-0.74,-0.61,-29.14
12545936,-0.75,-0.60,-28.14
12576108,-0.76,-0.58,-27.12
12606264,-0.79,-0.53,-26.04
12636432,-0.79,-0.51,-24.85
12666572,-0.80,-0.50,-23.69
12696748,-0.81,-0.51,-22.40
12726896,-0.84,-0.48,-21.14
12757080,-0.83,-0.46,-19.84
12787248,-0.87,-0.45,-18.44
12817380,-0.85,-0.40,-16.95
12847548,-0.86,-0.42,-15.49
12877704,-0.90,-0.37,-14.02
12907876,-0.91,-0.39,-12.39
12938040,-0.91,-0.34,-10.78
12968200,-0.93,-0.32,-9.18
12997308,-0.89,-0.36,-7.77
13026444,-0.96,-0.30,-6.34
13055556,-0.92,-0.29,-5.02
13084680,-0.94,-0.24,-3.65
13113800,-0.94,-0.25,-2.39
13142904,-0.95,-0.24,-1.25
13172032,-0.94,-0.23,-0.11
13201140,-0.93,-0.23,0.85
13229220,-0.94,-0.16,1.81
13257316,-0.97,-0.09,2.83
13285384,-0.98,-0.08,3.90
13313476,-0.91,-0.11,4.78
13341556,-0.93,-0.14,5.46
13369640,-0.94,0.04,6.42
13396648,-1.00,0.07,7.53
13423720,-0.99,0.02,8.57
13450772,-0.93,-0.02,9.66
13478840,-0.93,0.01,10.87
13506912,-0.99,0.05,12.02
13534988,-0.97,0.11,13.27
13563084,-0.98,0.12,14.58
13591160,-0.94,0.13,15.96
13619244,-0.91,0.13,17.35
13647328,-0.97,0.21,18.68
13675396,-0.98,0.27,20.16
13703476,-0.99,0.24,21.73
13731544,-0.94,0.20,23.23
13759648,-0.93,0.26,24.88
13787712,-0.96,0.40,26.50
13815796,-0.95,0.38,28.18
13843888,-0.94,0.38,29.90
13871948,-0.86,0.36,31.65
13900020,-0.91,0.42,33.43
13928088,-0.85,0.40,35.16
13956184,-0.83,0.40,36.91
13984276,-0.84,0.42,38.46
14012336,-0.79,0.45,40.05
14040444,-0.80,0.48,41.68
14068496,-0.79,0.46,43.15
14096600,-0.74,0.52,44.68
14124656,-0.73,0.58,46.12
14152740,-0.68,0.57,47.49
14180824,-0.74,0.63,48.87
14208876,-0.71,0.60,50.15
14236976,-0.69,0.60,51.46
14265044,-0.63,0.63,52.68
14293144,-0.68,0.69,53.87
14321208,-0.66,0.74,55.02
14349292,-0.63,0.68,56.19
14377376,-0.65,0.71,57.23
14405456,-0.60,0.68,58.20
14433540,-0.61,0.77,59.19
14461612,-0.56,0.79,60.11
14489692,-0.54,0.71,61.05
14517788,-0.59,0.76,61.87
14545852,-0.55,0.80,62.61
14573944,-0.59,0.86,63.40
14602016,-0.47,0.78,64.16
14630100,-0.50,0.78,64.84
14658176,-0.51,0.74,65.40
14686268,-0.47,0.85,65.96
14714348,-0.51,0.84,66.48
14742416,-0.50,0.83,66.99
14770524,-0.46,0.89,67.54
14798588,-0.46,0.82,68.06
14826656,-0.45,0.71,68.43
14854736,-0.41,0.75,68.62
14882824,-0.49,0.81,68.73
14910908,-0.44,0.85,68.85
14938972,-0.44,0.90,69.02
14967060,-0.43,0.89,69.24
14995140,-0.42,0.76,69.42
15023224,-0.45,1.04,69.61
15051320,-0.43,0.86,69.64
15079384,-0.40,0.80,69.69
15107464,-0.42,0.90,69.68
15135536,-0.45,0.82,69.61
15163624,-0.45,0.83,69.40
15191684,-0.43,0.92,69.24
15219792,-0.49,0.88,69.09
15247868,-0.46,0.79,68.86
15275952,-0.41,0.79,68.57
15304036,-0.48,0.87,68.22
15332104,-0.40,0.86,67.87
15360184,-0.48,0.78,67.50
15388252,-0.47,0.75,67.05
15416344,-0.50,0.78,66.50
15444424,-0.48,0.75,65.98
15472480,-0.51,0.80,65.43
15500584,-0.48,0.73,64.80
15528652,-0.51,0.70,64.14
15556740,-0.53,0.82,63.39
15584820,-0.54,0.78,62.64
15612904,-0.54,0.77,61.86
15640976,-0.56,0.72,61.02
15669056,-0.58,0.75,60.13
15697140,-0.61,0.75,59.21
15725208,-0.63,0.72,58.24
15753288,-0.64,0.72,57.21
15781376,-0.65,0.72,56.23
15809416,-0.65,0.65,55.12
15837540,-0.68,0.74,53.94
15865604,-0.72,0.69,52.80
15893692,-0.71,0.61,51.54
15921776,-0.71,0.60,50.28
15949856,-0.74,0.70,49.07
15977940,-0.73,0.66,47.95
16006008,-0.77,0.67,46.92
16034112,-0.76,0.54,45.88
16062180,-0.77,0.62,44.87
16090264,-0.78,0.65,43.86
16118336,-0.78,0.60,43.01
16146420,-0.80,0.56,42.15
16174496,-0.81,0.56,41.33
16202572,-0.72,0.67,40.74
16230668,-0.76,0.44,40.01
16258756,-0.78,0.31,39.14
16286840,-0.82,0.36,38.12
16314892,-0.88,0.42,37.10
16342996,-0.89,0.46,36.09
16371080,-0.85,0.43,35.18
16399156,-0.88,0.28,34.07
16427236,-0.89,0.30,32.85
16455312,-0.94,0.39,31.64
16483392,-0.95,0.38,30.40
16511476,-0.96,0.33,29.22
16539552,-0.91,0.29,28.06
16567644,-0.94,0.34,26.80
16595716,-0.94,0.40,25.72
16623796,-0.95,0.34,24.63
16651864,-0.98,0.30,23.62
16679948,-0.93,0.21,22.60
16708040,-0.93,0.24,21.61
16736116,-0.94,0.25,20.69
16764208,-0.93,0.18,19.87
16792272,-0.96,0.12,19.07
16820364,-0.96,0.13,18.24
16848456,-0.98,0.20,17.50
16876532,-0.96,0.19,16.80
16904600,-0.94,0.09,16.17
16932684,-0.95,0.13,15.56
16960760,-0.95,0.03,15.00
16988816,-0.97,0.06,14.46
17016912,-0.97,0.07,13.97
17045000,-0.94,0.08,13.51
17073064,-0.95,0.05,13.10
17101160,-0.96,0.06,12.78
17129236,-0.94,-0.03,12.44
17158356,-0.95,0.08,12.14
17186420,-0.94,0.06,11.94
17214516,-0.94,0.03,11.76
17242592,-0.95,-0.02,11.62
17271704,-0.95,0.01,11.52
17299792,-0.94,0.01,11.47
17327864,-0.94,0.05,11.47
17355960,-0.95,0.05,11.49
17384024,-0.93,0.00,11.54
17412120,-0.98,0.12,11.74
17440200,-0.96,-0.01,11.69
17469320,-0.92,-0.17,11.62
17498444,-0.94,-0.10,11.51
17527556,-0.94,-0.01,11.35
17556680,-0.93,-0.02,11.11
17585792,-0.95,-0.01,10.78
17614924,-0.94,-0.12,10.43
17644032,-0.94,-0.11,10.00
17673164,-0.97,0.02,9.60
17700204,-0.96,-0.03,9.24
17728284,-0.94,-0.03,8.85
17756360,-0.94,-0.05,8.45
17784432,-0.94,0.01,8.06
17811488,-0.93,-0.17,7.43
17839556,-0.99,-0.24,6.74
17867640,-0.95,-0.15,6.05
17895724,-0.95,-0.16,5.23
17923792,-0.95,-0.13,4.51
17951888,-0.94,-0.14,3.69
17979964,-0.94,-0.23,2.86
18008028,-0.95,-0.24,1.90
18036108,-0.94,-0.22,0.98
18064176,-0.94,-0.21,-0.02
18093312,-0.92,-0.25,-1.13
18122432,-0.92,-0.27,-2.22
18151556,-0.92,-0.30,-3.39
18180680,-0.91,-0.35,-4.58
18209776,-0.90,-0.42,-5.85
18238908,-0.91,-0.39,-7.21
18268032,-0.91,-0.35,-8.55
18297164,-0.89,-0.35,-9.91
18326268,-0.90,-0.39,-11.35
18356444,-0.90,-0.45,-12.91
18386576,-0.85,-0.44,-14.27
18416748,-0.87,-0.42,-15.65
18446924,-0.85,-0.45,-16.95
18477080,-0.84,-0.43,-18.19
18507228,-0.82,-0.54,-19.35
18537388,-0.82,-0.50,-20.50
18567552,-0.80,-0.49,-21.63
18597712,-0.80,-0.53,-22.62
18627876,-0.76,-0.59,-23.67
18658028,-0.75,-0.58,-24.60
18688188,-0.73,-0.62,-25.48
18718340,-0.74,-0.60,-26.31
18748500,-0.73,-0.66,-27.15
18778668,-0.72,-0.68,-27.91
18808824,-0.70,-0.65,-28.61
18838988,-0.71,-0.61,-29.25
18869136,-0.71,-0.72,-29.86
18899304,-0.67,-0.68,-30.45
18929452,-0.67,-0.64,-30.94
18959624,-0.67,-0.69,-31.40
18989772,-0.65,-0.72,-31.81
19019948,-0.66,-0.69,-32.16
19050092,-0.64,-0.72,-32.48
19080268,-0.66,-0.68,-32.73
19110420,-0.66,-0.69,-32.92
19140576,-0.64,-0.72,-33.09
19170732,-0.63,-0.76,-33.20
19200888,-0.63,-0.76,-33.27
19231056,-0.63,-0.71,-33.30
19261208,-0.63,-0.73,-33.26
19291380,-0.62,-0.79,-33.22
19321520,-0.64,-0.74,-33.20
19351692,-0.64,-0.74,-33.21
19381856,-0.64,-0.69,-33.19
19412016,-0.64,-0.75,-33.16
19442172,-0.63,-0.72,-33.12
19472336,-0.63,-0.77,-33.12
19502492,-0.63,-0.74,-33.12
19532652,-0.65,-0.69,-33.10
19562820,-0.63,-0.74,-33.07
19592968,-0.64,-0.77,-33.06
19623136,-0.64,-0.74,-33.05
19653284,-0.64,-0.72,-33.04
19683452,-0.64,-0.72,-33.01
19713616,-0.63,-0.73,-32.99
19743776,-0.63,-0.71,-32.97
19773940,-0.65,-0.70,-32.95
19804092,-0.62,-0.72,-32.93
19834264,-0.64,-0.71,-32.90
19864424,-0.62,-0.73,-32.87
19894588,-0.65,-0.79,-32.86
19924732,-0.64,-0.72,-32.84
19954908,-0.63,-0.78,-32.83
19985056,-0.62,-0.80,-32.80
20015224,-0.65,-0.84,-32.83
20045380,-0.63,-0.70,-32.72
20075540,-0.65,-0.68,-32.56
20105700,-0.64,-0.74,-32.34
20135848,-0.62,-0.74,-32.10
20166028,-0.66,-0.68,-31.85
20196176,-0.66,-0.68,-31.51
20226340,-0.66,-0.70,-31.11
20256496,-0.66,-0.70,-30.66
20286660,-0.66,-0.70,-30.17
20316820,-0.68,-0.66,-29.65
20346992,-0.68,-0.65,-29.07
20377140,-0.69,-0.67,-28.42
20407308,-0.70,-0.66,-27.71
20437468,-0.71,-0.64,-27.00
20467612,-0.71,-0.64,-26.22
20497784,-0.72,-0.62,-25.37
20527948,-0.74,-0.60,-24.48
20558104,-0.75,-0.60,-23.53
20588256,-0.75,-0.60,-22.53
20618436,-0.76,-0.56,-21.47
20648580,-0.78,-0.53,-20.43
20678756,-0.78,-0.55,-19.26
20708908,-0.80,-0.53,-18.08
20739060,-0.82,-0.53,-16.81
20769228,-0.84,-0.51,-15.59
20799384,-0.85,-0.47,-14.28
20829560,-0.85,-0.43,-12.83
20859700,-0.85,-0.42,-11.47
20889872,-0.88,-0.44,-9.94
20918984,-0.89,-0.38,-8.50
20948120,-0.90,-0.35,-6.96
20977224,-0.90,-0.35,-5.42
21006356,-0.93,-0.33,-3.83
21035476,-0.91,-0.36,-2.39
21064572,-0.93,-0.32,-1.02
21093704,-0.93,-0.28,0.39
21121784,-0.93,-0.27,1.68
21149884,-0.93,-0.24,2.93
21177948,-0.92,-0.24,4.11
21206040,-0.93,-0.20,5.20
21234116,-0.93,-0.21,6.17
21262204,-0.95,-0.18,7.08
21290272,-0.96,-0.12,8.10
21318356,-0.97,-0.09,9.18
21346444,-0.97,-0.10,10.15
21375556,-0.91,-0.21,10.89
21404688,-0.91,-0.03,11.79
21433772,-1.01,0.08,13.03
21461900,-1.00,0.01,14.07
21489956,-0.91,-0.00,15.23
21519060,-0.94,0.01,16.50
21547160,-0.96,0.07,17.65
21575240,-0.99,0.12,18.91
21603300,-0.99,0.08,20.28
21631396,-0.94,0.05,21.60
21659484,-0.95,0.13,22.97
21687572,-0.94,0.17,24.40
21715632,-1.01,0.28,25.84
21743720,-0.92,0.22,27.42
21771800,-0.98,0.23,29.01
21799876,-0.87,0.20,30.57
21827956,-0.92,0.33,32.19
21856028,-0.91,0.38,33.88
21884120,-0.92,0.39,35.63
21912184,-0.88,0.36,37.37
21940276,-0.88,0.38,39.20
21968348,-0.87,0.41,40.90
21996424,-0.87,0.38,42.56
