,timestamp [s],torque [Nm],weight [kg]
0,0.0,0.0,0.259
1,8.97900128364563,3.0,0.884
2,31.277401208877563,2.5,0.905
3,50.88340520858765,2.0,0.93
4,72.9868893623352,1.5,0.939
5,93.63534307479858,1.0,0.941
6,118.18411016464233,0.5,0.939
