22348,-0.61,-0.77,0.02
42376,-0.61,-0.77,0.03
62388,-0.61,-0.77,0.05
82384,-0.60,-0.77,0.06
102396,-0.61,-0.77,0.07
122424,-0.61,-0.77,0.08
142448,-0.61,-0.77,0.10
162428,-0.61,-0.77,0.11
182456,-0.61,-0.77,0.13
202472,-0.61,-0.77,0.14
222492,-0.61,-0.77,0.15
242704,-0.60,-0.77,0.16
268708,-0.61,-0.77,0.19
294704,-0.61,-0.77,0.20
320708,-0.60,-0.77,0.22
346704,-0.61,-0.77,0.24
372708,-0.61,-0.77,0.25
398708,-0.61,-0.77,0.27
424696,-0.61,-0.77,0.28
450708,-0.61,-0.77,0.30
476708,-0.61,-0.77,0.32
502704,-0.60,-0.77,0.34
528716,-0.60,-0.77,0.35
554704,-0.61,-0.77,0.37
580716,-0.61,-0.77,0.39
606712,-0.61,-0.77,0.41
632704,-0.60,-0.76,0.43
658708,-0.60,-0.77,0.44
684700,-0.60,-0.77,0.46
710712,-0.60,-0.77,0.48
736712,-0.60,-0.77,0.50
762704,-0.60,-0.77,0.51
788712,-0.60,-0.77,0.53
814704,-0.61,-0.77,0.55
840712,-0.61,-0.77,0.56
866712,-0.61,-0.77,0.58
892712,-0.61,-0.77,0.60
918712,-0.61,-0.77,0.61
944712,-0.61,-0.77,0.63
970708,-0.61,-0.77,0.65
996716,-0.61,-0.77,0.66
1022712,-0.61,-0.77,0.68
1049760,-0.60,-0.77,0.70
1076788,-0.61,-0.77,0.72
1103824,-0.61,-0.77,0.73
1130872,-0.61,-0.77,0.75
1157904,-0.61,-0.77,0.77
1184944,-0.60,-0.77,0.79
1211984,-0.61,-0.77,0.81
1239028,-0.61,-0.77,0.83
1266072,-0.61,-0.77,0.85
1293112,-0.61,-0.77,0.87
1320156,-0.61,-0.77,0.88
1347188,-0.61,-0.77,0.90
1374236,-0.61,-0.77,0.92
1401280,-0.61,-0.77,0.93
1428308,-0.61,-0.77,0.94
1455352,-0.61,-0.77,0.96
1482388,-0.61,-0.77,0.98
1509436,-0.61,-0.77,0.99
1536468,-0.61,-0.77,1.00
1563504,-0.61,-0.77,1.02
1590552,-0.61,-0.77,1.03
1617584,-0.61,-0.77,1.04
1644636,-0.61,-0.77,1.06
1671676,-0.61,-0.77,1.08
1698708,-0.61,-0.77,1.10
1725748,-0.61,-0.77,1.11
1752784,-0.61,-0.77,1.13
1779828,-0.60,-0.77,1.14
1806876,-0.61,-0.77,1.16
1833912,-0.61,-0.77,1.18
1860960,-0.61,-0.77,1.20
1887988,-0.61,-0.77,1.21
1915032,-0.61,-0.77,1.23
1942064,-0.61,-0.77,1.25
1969108,-0.60,-0.77,1.27
1996152,-0.60,-0.77,1.29
2023184,-0.61,-0.77,1.31
2050232,-0.60,-0.77,1.33
2077264,-0.61,-0.77,1.34
2104304,-0.61,-0.77,1.36
2131356,-0.61,-0.77,1.38
2158400,-0.61,-0.77,1.39
2185432,-0.61,-0.77,1.41
2212464,-0.61,-0.76,1.43
2239512,-0.61,-0.77,1.44
2266556,-0.60,-0.77,1.46
2293588,-0.60,-0.77,1.47
2320636,-0.61,-0.78,1.49
2347660,-0.61,-0.77,1.52
2374712,-0.61,-0.77,1.53
2401752,-0.61,-0.77,1.56
2428784,-0.61,-0.76,1.57
2455832,-0.61,-0.77,1.59
2482860,-0.61,-0.77,1.61
2509916,-0.61,-0.77,1.63
2536952,-0.61,-0.77,1.65
2563992,-0.61,-0.77,1.66
2591040,-0.61,-0.77,1.68
2618068,-0.60,-0.77,1.69
2645112,-0.61,-0.77,1.71
2672160,-0.61,-0.77,1.72
2699188,-0.61,-0.77,1.74
2726232,-0.61,-0.77,1.76
2753268,-0.61,-0.77,1.77
2780320,-0.61,-0.77,1.79
2807348,-0.60,-0.77,1.81
2834388,-0.61,-0.77,1.82
2861436,-0.61,-0.77,1.84
2888464,-0.61,-0.77,1.85
2915512,-0.61,-0.77,1.87
2942552,-0.61,-0.77,1.89
2969584,-0.61,-0.77,1.91
2996636,-0.61,-0.77,1.93
3023676,-0.61,-0.77,1.95
3050716,-0.61,-0.77,1.96
3077752,-0.61,-0.77,1.98
3104800,-0.61,-0.77,2.00
3131840,-0.61,-0.77,2.01
3158876,-0.60,-0.77,2.03
3185920,-0.60,-0.77,2.05
3212952,-0.61,-0.77,2.07
3240008,-0.61,-0.77,2.09
3267044,-0.61,-0.77,2.11
3294076,-0.61,-0.77,2.12
3321124,-0.60,-0.77,2.14
3348160,-0.61,-0.77,2.16
3375204,-0.61,-0.77,2.18
3402248,-0.60,-0.77,2.19
3429276,-0.61,-0.77,2.21
3456320,-0.61,-0.77,2.23
3483352,-0.60,-0.77,2.25
3510404,-0.60,-0.78,2.27
3537432,-0.58,-0.80,2.27
3564472,-0.54,-0.83,2.22
3591520,-0.57,-0.81,2.15
3618560,-0.59,-0.78,2.12
3645600,-0.61,-0.76,2.07
3672632,-0.67,-0.72,2.04
3699668,-0.62,-0.75,1.99
3726732,-0.52,-0.85,1.90
3753784,-0.47,-0.90,1.80
3780796,-0.50,-0.89,1.67
3807824,-0.63,-0.74,1.55
3834872,-0.59,-0.81,1.41
3861920,-0.61,-0.77,1.29
3888948,-0.55,-0.81,1.21
3916000,-0.59,-0.79,1.12
3943024,-0.57,-0.81,1.00
3970076,-0.57,-0.82,0.82
3997112,-0.56,-0.83,0.68
4024156,-0.59,-0.80,0.57
4051200,-0.57,-0.80,0.44
4078216,-0.57,-0.81,0.32
4105276,-0.58,-0.82,0.22
4132308,-0.56,-0.85,0.11
4159348,-0.56,-0.84,-0.04
4187452,-0.50,-0.90,-0.21
4215516,-0.49,-0.88,-0.41
4243600,-0.51,-0.87,-0.63
4271668,-0.56,-0.82,-0.81
4299748,-0.61,-0.82,-0.92
4327836,-0.52,-0.88,-1.09
4355904,-0.56,-0.83,-1.29
4383992,-0.58,-0.85,-1.43
4412068,-0.44,-0.93,-1.64
4440160,-0.55,-0.86,-1.92
4468264,-0.48,-0.88,-2.28
4496316,-0.57,-0.76,-2.43
4524404,-0.61,-0.68,-2.54
4552476,-0.67,-0.72,-2.47
4580572,-0.58,-0.79,-2.34
4608648,-0.58,-0.81,-2.17
4636720,-0.56,-0.79,-1.99
4664800,-0.56,-0.75,-1.75
4692824,-0.65,-0.65,-1.37
4720964,-0.55,-0.77,-0.83
4749028,-0.56,-0.83,-0.25
4777112,-0.56,-0.83,0.29
4804156,-0.56,-0.77,0.85
4831188,-0.65,-0.67,1.46
4858240,-0.66,-0.71,2.05
4885276,-0.64,-0.75,2.71
4912320,-0.54,-0.81,3.33
4939360,-0.62,-0.76,3.86
